,geneid,chr,left,right
433970,cg24733179,19,61596392,61596393
433971,cg24733262,15,77170699,77170700
433983,cg24733637,19,18911451,18911452
433984,cg24733934,1,39924766,39924767
433987,cg24734216,15,67382777,67382778
433988,cg24734254,1,14626309,14626310
433993,cg24734365,1,202613383,202613384
433994,cg24734418,15,22965874,22965875
433995,cg24734430,19,45972501,45972502
433996,cg24734575,19,38052466,38052467
434006,cg24735225,1,4371943,4371944
434007,cg24735226,1,64869125,64869126
434008,cg24735235,1,16036066,16036067
434012,cg24735611,1,144961552,144961553
434023,cg24736471,15,46959500,46959501
434028,cg24736933,15,38420586,38420587
434035,cg24737374,15,75720840,75720841
434043,cg24737618,19,45194631,45194632
434047,cg24737783,1,109005827,109005828
434048,cg24737857,19,15082013,15082014
434055,cg24738217,1,152185854,152185855
434056,cg24738257,15,41770598,41770599
434057,cg24738311,15,87753636,87753637
434059,cg24738325,1,9245252,9245253
434060,cg24738346,1,27351899,27351900
434061,cg24738356,15,22858577,22858578
434063,cg24738460,19,5671327,5671328
434064,cg24738475,1,88922080,88922081
434066,cg24738592,19,54728830,54728831
434069,cg24738650,1,113266987,113266988
434075,cg24738993,1,18040402,18040403
434076,cg24739098,15,77084214,77084215
434078,cg24739326,19,38867194,38867195
434081,cg24739457,1,204088065,204088066
434082,cg24739513,15,19159031,19159032
434083,cg24739596,1,242034004,242034005
434084,cg24739679,1,191571457,191571458
434088,cg24739950,15,20941770,20941771
434099,cg24740515,1,2219000,2219001
434106,cg24740818,15,74227460,74227461
434107,cg24740868,1,60311950,60311951
434114,cg24741158,1,2834028,2834029
434116,cg24741299,15,72774922,72774923
434118,cg24741430,15,64882765,64882766
434120,cg24741598,1,240078366,240078367
434121,cg24741609,1,53894648,53894649
434122,cg24741666,1,3028567,3028568
434123,cg24741685,15,63448133,63448134
434133,cg24742092,1,20123867,20123868
434135,cg24742294,1,245175648,245175649
434142,cg24742520,1,19379068,19379069
434143,cg24742571,15,60319225,60319226
434149,cg24742912,1,201412969,201412970
434150,cg24743052,1,210367239,210367240
434155,cg24743229,1,110379114,110379115
434172,cg24744425,1,201124776,201124777
434181,cg24745316,15,71422893,71422894
434183,cg24745495,19,15205239,15205240
434202,cg24747107,19,1436944,1436945
434210,cg24747565,1,225572644,225572645
434215,cg24748184,15,22972918,22972919
434226,cg24748771,21,42173839,42173840
434231,cg24748945,19,4074852,4074853
434246,cg24749688,19,20139144,20139145
434254,cg24750212,15,88346638,88346639
434262,cg24750752,19,40511729,40511730
434270,cg24751378,21,29318220,29318221
434273,cg24751551,21,38549710,38549711
434279,cg24751836,15,89276877,89276878
434297,cg24753094,15,69677120,69677121
434305,cg24753998,21,29374835,29374836
434318,cg24754956,19,1680851,1680852
434324,cg24755104,21,44541483,44541484
434327,cg24755177,19,59542457,59542458
434329,cg24755266,19,18042486,18042487
434330,cg24755297,19,58907270,58907271
434332,cg24755485,19,580823,580824
434356,cg24756902,19,46595386,46595387
434361,cg24757346,19,40320862,40320863
434372,cg24757931,19,60878342,60878343
434391,cg24759101,19,15556420,15556421
434405,cg24759919,19,7608494,7608495
434411,cg24760577,19,49893633,49893634
434415,cg24760717,21,46255438,46255439
434439,cg24762029,19,58453068,58453069
434443,cg24762437,1,77921192,77921193
434446,cg24762501,19,56222563,56222564
434456,cg24763754,19,1467166,1467167
434461,cg24764091,19,22876310,22876311
434462,cg24764102,19,1628149,1628150
434478,cg24765016,19,62566687,62566688
434490,cg24765783,19,888444,888445
434491,cg24765820,19,9761982,9761983
434495,cg24766041,19,17236445,17236446
434496,cg24766104,19,16170072,16170073
434513,cg24767002,19,1243609,1243610
434519,cg24767336,19,46551935,46551936
434545,cg24768245,21,33524818,33524819
434556,cg24769045,1,166414923,166414924
434558,cg24769167,19,1156715,1156716
434578,cg24769879,19,51195747,51195748
434609,cg24771266,19,49268110,49268111
434630,cg24772828,19,2440372,2440373
434633,cg24773324,19,15390844,15390845
434637,cg24773522,15,73705218,73705219
434644,cg24774002,19,1767355,1767356
434646,cg24774182,15,19270850,19270851
434663,cg24775172,19,42021271,42021272
434672,cg24775773,15,98330186,98330187
434685,cg24776427,15,35081405,35081406
434689,cg24776480,1,2056306,2056307
434712,cg24778130,1,7662830,7662831
434716,cg24778383,19,6541895,6541896
434723,cg24778896,15,63181116,63181117
434727,cg24779145,19,44722662,44722663
434728,cg24779170,15,71807239,71807240
434731,cg24779381,15,72253847,72253848
434733,cg24779751,19,41237690,41237691
434746,cg24780479,19,14442142,14442143
434752,cg24780883,19,17427941,17427942
434758,cg24781699,15,90940402,90940403
434762,cg24781973,15,30898580,30898581
434765,cg24782146,19,972307,972308
434768,cg24782378,15,98489902,98489903
434770,cg24782497,19,18246409,18246410
434774,cg24783019,15,55038763,55038764
434775,cg24783119,21,39716696,39716697
434778,cg24783234,19,1055508,1055509
434782,cg24783510,19,17723150,17723151
434789,cg24784129,15,55002850,55002851
434790,cg24784350,21,46343426,46343427
434798,cg24785225,15,22619850,22619851
434806,cg24785741,15,72380883,72380884
434811,cg24786232,19,11127493,11127494
434818,cg24786671,21,30643872,30643873
434820,cg24786847,15,32048464,32048465
434830,cg24787335,19,56585711,56585712
434835,cg24787592,19,13134612,13134613
434836,cg24787593,15,20533634,20533635
434843,cg24787924,19,58923631,58923632
434845,cg24788028,19,35560874,35560875
434846,cg24788034,19,2539241,2539242
434849,cg24788122,21,29592814,29592815
434855,cg24788636,1,40335254,40335255
434856,cg24788771,19,62558844,62558845
434861,cg24789138,15,47462787,47462788
434874,cg24789587,19,941235,941236
434881,cg24790297,19,55918169,55918170
434883,cg24790419,19,18246930,18246931
434885,cg24790544,19,46925902,46925903
434888,cg24790628,19,38804216,38804217
434889,cg24790676,19,56215548,56215549
434898,cg24791188,19,17738419,17738420
434911,cg24791880,19,19477215,19477216
434918,cg24792360,1,24067730,24067731
434925,cg24792749,19,37857963,37857964
434929,cg24793052,19,63023272,63023273
434931,cg24793228,19,47572814,47572815
434936,cg24793625,19,60857119,60857120
434945,cg24794228,19,57082978,57082979
434954,cg24794734,1,100088702,100088703
434955,cg24794758,19,59355273,59355274
434959,cg24794906,21,36758697,36758698
434963,cg24795274,15,94963595,94963596
434970,cg24795748,21,46228593,46228594
434971,cg24795825,15,76951596,76951597
434974,cg24795932,19,50114381,50114382
434975,cg24795958,15,32874908,32874909
434978,cg24796306,19,5671138,5671139
434980,cg24796471,19,6688389,6688390
434984,cg24796627,15,78858763,78858764
434991,cg24796852,19,44519109,44519110
435001,cg24797471,19,13123683,13123684
435011,cg24797967,1,146398679,146398680
435012,cg24798010,19,6415885,6415886
435013,cg24798047,1,202450278,202450279
435036,cg24799460,15,100068736,100068737
435047,cg24799947,15,42745423,42745424
435048,cg24800063,19,6432729,6432730
435049,cg24800130,19,1836442,1836443
435051,cg24800175,19,13206599,13206600
435053,cg24800326,19,57492203,57492204
435058,cg24800754,19,6185327,6185328
435059,cg24800810,1,239587549,239587550
435070,cg24801244,19,63466144,63466145
435077,cg24802014,19,35409595,35409596
435091,cg24803063,19,15908171,15908172
435101,cg24803637,21,14366108,14366109
435105,cg24803730,19,8335439,8335440
435114,cg24804144,15,99021118,99021119
435128,cg24804765,19,56216470,56216471
435142,cg24805411,19,60850663,60850664
435145,cg24805681,15,80122693,80122694
435147,cg24805728,15,32417643,32417644
435153,cg24806066,1,182899662,182899663
435166,cg24806893,1,224341906,224341907
435169,cg24806966,19,7020301,7020302
435178,cg24807264,19,58359501,58359502
435180,cg24807354,19,10490035,10490036
435186,cg24807850,1,3155251,3155252
435187,cg24807889,1,1125818,1125819
435190,cg24808162,1,43840174,43840175
435193,cg24808271,19,62613976,62613977
435194,cg24808280,1,167663492,167663493
435196,cg24808412,1,143643219,143643220
435197,cg24808442,1,227506361,227506362
435199,cg24808674,1,51475247,51475248
435200,cg24808711,19,2001866,2001867
435203,cg24808901,1,95471542,95471543
435205,cg24809011,1,26091785,26091786
435206,cg24809037,19,3013217,3013218
435208,cg24809150,1,242278013,242278014
435214,cg24809544,19,56419733,56419734
435218,cg24809845,1,231831822,231831823
435220,cg24809958,1,6585065,6585066
435222,cg24810019,1,93418992,93418993
435224,cg24810242,1,18564365,18564366
435233,cg24810836,19,12779062,12779063
435239,cg24811190,19,5742156,5742157
435244,cg24811685,19,45071520,45071521
435252,cg24812303,19,4803148,4803149
435265,cg24813180,19,53757041,53757042
435267,cg24813212,1,36322313,36322314
435273,cg24813710,19,11479984,11479985
435278,cg24814075,19,12583342,12583343
435281,cg24814257,19,46904341,46904342
435284,cg24814540,19,44721760,44721761
435291,cg24815353,21,45525019,45525020
435294,cg24815529,19,60284154,60284155
435298,cg24815853,19,56230228,56230229
435299,cg24815885,19,41178277,41178278
435300,cg24815934,21,45156609,45156610
435309,cg24816512,21,32572614,32572615
435323,cg24817403,19,11500896,11500897
435324,cg24817430,15,79081354,79081355
435332,cg24818434,1,154430635,154430636
435336,cg24818573,19,9470342,9470343
435340,cg24819342,21,42286447,42286448
435341,cg24819427,19,60942464,60942465
435346,cg24819738,19,19175415,19175416
435347,cg24819751,19,40412579,40412580
435361,cg24820996,19,17652300,17652301
435367,cg24822053,19,18840397,18840398
435380,cg24823137,19,58982714,58982715
435386,cg24823679,19,5044491,5044492
435395,cg24824266,15,89444659,89444660
435407,cg24824840,19,55911787,55911788
435409,cg24824917,19,1052716,1052717
435457,cg24827405,19,5099409,5099410
435461,cg24827620,21,33882995,33882996
435462,cg24827626,21,44993670,44993671
435483,cg24828484,19,17178061,17178062
435490,cg24828746,19,4002723,4002724
435507,cg24830036,19,43749347,43749348
435519,cg24830619,1,86634670,86634671
435521,cg24830664,19,4229583,4229584
435525,cg24830872,19,46637352,46637353
435531,cg24831140,15,38125190,38125191
435533,cg24831305,19,58118045,58118046
435543,cg24832140,19,53466223,53466224
435544,cg24832215,19,55529258,55529259
435547,cg24832457,15,62953501,62953502
435556,cg24833065,19,60386164,60386165
435560,cg24833335,19,46561937,46561938
435562,cg24833425,1,117404013,117404014
435566,cg24833674,1,165180815,165180816
435571,cg24833981,1,158038482,158038483
435573,cg24834199,1,223679922,223679923
435575,cg24834436,1,54713720,54713721
435578,cg24834575,1,205655629,205655630
435579,cg24834590,1,22647107,22647108
435582,cg24834659,19,22597643,22597644
435583,cg24834709,19,62614315,62614316
435588,cg24834889,19,42517246,42517247
435589,cg24834921,1,5701824,5701825
435591,cg24835021,19,43585914,43585915
435592,cg24835051,1,15353440,15353441
435596,cg24835238,15,32660025,32660026
435600,cg24836072,19,51189931,51189932
435603,cg24836107,1,52117201,52117202
435607,cg24836281,19,45792630,45792631
435609,cg24836396,1,153584139,153584140
435611,cg24836483,19,51098231,51098232
435612,cg24836583,19,18912747,18912748
435614,cg24836679,19,60709376,60709377
435615,cg24836748,1,199597376,199597377
435619,cg24836833,19,12523709,12523710
435620,cg24836946,1,31398119,31398120
435624,cg24837149,1,1323641,1323642
435627,cg24837256,1,19156674,19156675
435633,cg24837653,19,4800101,4800102
435635,cg24837710,15,60321703,60321704
435639,cg24838029,1,43606202,43606203
435643,cg24838174,19,15851592,15851593
435646,cg24838240,19,14582367,14582368
435647,cg24838305,19,54789559,54789560
435650,cg24838349,19,60006784,60006785
435651,cg24838391,1,35879575,35879576
435652,cg24838495,1,16566856,16566857
435660,cg24838864,19,11459009,11459010
435667,cg24839533,1,31998809,31998810
435670,cg24839718,19,42260793,42260794
435671,cg24839789,1,234201919,234201920
435672,cg24839868,1,158590652,158590653
435678,cg24840300,19,763517,763518
435683,cg24841124,19,16468009,16468010
435684,cg24841145,1,153507232,153507233
435686,cg24841257,1,98899292,98899293
435689,cg24841424,19,62349470,62349471
435691,cg24841511,1,43842235,43842236
435696,cg24842086,1,119333380,119333381
435701,cg24842354,1,1993917,1993918
435705,cg24842740,1,9896337,9896338
435710,cg24842859,1,25130186,25130187
435713,cg24842967,1,154351374,154351375
435715,cg24843003,19,1360547,1360548
435717,cg24843157,19,39610740,39610741
435719,cg24843246,19,7527952,7527953
435725,cg24843474,1,239587221,239587222
435727,cg24843511,1,151846423,151846424
435728,cg24843535,1,144992616,144992617
435729,cg24843609,1,154478058,154478059
435738,cg24844313,1,224992941,224992942
435741,cg24844423,19,62044277,62044278
435746,cg24844545,1,11830934,11830935
435748,cg24844717,1,7045778,7045779
435749,cg24844769,19,7220698,7220699
435753,cg24844971,15,67914610,67914611
435756,cg24845207,1,53697586,53697587
435763,cg24845329,19,327532,327533
435765,cg24845535,1,229656572,229656573
435767,cg24845595,1,155081112,155081113
435769,cg24845675,1,3639831,3639832
435772,cg24845823,1,26196985,26196986
435776,cg24846009,1,18557174,18557175
435780,cg24846373,1,84233670,84233671
435784,cg24846594,1,234753894,234753895
435785,cg24846680,1,226428932,226428933
435787,cg24846807,1,74815654,74815655
435789,cg24847046,1,159401703,159401704
435790,cg24847154,1,149385418,149385419
435799,cg24847481,1,100208145,100208146
435802,cg24847572,21,14677477,14677478
435805,cg24847625,15,38447355,38447356
435828,cg24848594,1,63555568,63555569
435829,cg24848599,1,226671423,226671424
435830,cg24848602,1,180840076,180840077
435832,cg24848615,19,3319396,3319397
435833,cg24848787,15,56631651,56631652
435839,cg24849049,1,154428275,154428276
435841,cg24849108,1,20943139,20943140
435847,cg24849517,15,72448594,72448595
435852,cg24849736,1,199351051,199351052
435861,cg24850219,1,2327423,2327424
435865,cg24850334,1,216946060,216946061
435866,cg24850445,21,45131222,45131223
435867,cg24850474,19,19633686,19633687
435868,cg24850535,19,52639649,52639650
435878,cg24851249,1,7579145,7579146
435879,cg24851260,19,7248992,7248993
435880,cg24851318,19,42852484,42852485
435882,cg24851370,1,3139644,3139645
435890,cg24851854,1,58814863,58814864
435893,cg24851862,1,226741589,226741590
435894,cg24851866,15,20473833,20473834
435900,cg24852446,1,21807313,21807314
435905,cg24852713,19,1034423,1034424
435906,cg24852756,19,18655627,18655628
435909,cg24852892,1,1209955,1209956
435921,cg24853765,1,109386485,109386486
435922,cg24853868,1,145022248,145022249
435923,cg24853871,19,38556263,38556264
435929,cg24854095,1,90058882,90058883
435934,cg24854435,1,147553706,147553707
435935,cg24854606,1,226419563,226419564
435942,cg24854957,1,244784232,244784233
435947,cg24855730,1,167603895,167603896
435953,cg24856050,19,3143433,3143434
435955,cg24856140,1,145023006,145023007
435958,cg24856258,15,39740119,39740120
435988,cg24857958,1,80289598,80289599
435991,cg24858140,15,77976377,77976378
435996,cg24858376,19,58907315,58907316
436000,cg24858658,1,33275328,33275329
436004,cg24859158,1,26478500,26478501
436007,cg24859236,1,9672800,9672801
436008,cg24859316,1,199716985,199716986
436028,cg24859986,1,83856770,83856771
436030,cg24860092,19,40887203,40887204
436031,cg24860169,1,46697340,46697341
436037,cg24860534,1,225573491,225573492
436039,cg24860562,15,29303773,29303774
436046,cg24860819,1,152810712,152810713
436047,cg24860886,1,24517984,24517985
436054,cg24861191,19,2691086,2691087
436059,cg24861436,1,221352524,221352525
436060,cg24861444,19,53648077,53648078
436061,cg24861580,1,210275363,210275364
436067,cg24861859,1,173741156,173741157
436071,cg24862153,19,10057729,10057730
436074,cg24862246,1,48536941,48536942
436080,cg24862510,1,162557169,162557170
436086,cg24862743,19,2670889,2670890
436094,cg24863175,1,185107056,185107057
436097,cg24863262,19,60430341,60430342
436101,cg24863552,15,98334134,98334135
436103,cg24863624,1,11245486,11245487
436104,cg24863642,1,159438526,159438527
436106,cg24863734,1,67366862,67366863
436107,cg24863791,19,62836420,62836421
436109,cg24863815,19,3349907,3349908
436112,cg24864189,1,5840353,5840354
436114,cg24864241,1,202595781,202595782
436115,cg24864275,19,45113293,45113294
436119,cg24864511,1,6403103,6403104
436123,cg24864663,15,41319535,41319536
436124,cg24864683,1,178465897,178465898
436127,cg24864831,15,88705016,88705017
436128,cg24864887,15,74422693,74422694
436130,cg24865007,19,60035314,60035315
436134,cg24865132,1,229443106,229443107
436138,cg24865406,1,228269664,228269665
436139,cg24865482,1,178335833,178335834
436141,cg24865623,19,52924800,52924801
436144,cg24865779,21,33696912,33696913
436147,cg24865999,19,2279510,2279511
436150,cg24866203,1,65186797,65186798
436151,cg24866219,19,1383589,1383590
436160,cg24866700,19,2186103,2186104
436163,cg24866717,19,6326866,6326867
436164,cg24866764,1,218066709,218066710
436167,cg24866923,15,51838531,51838532
436168,cg24866936,1,98287018,98287019
436169,cg24867122,19,46223474,46223475
436171,cg24867146,1,36046457,36046458
436173,cg24867180,15,39907718,39907719
436174,cg24867215,19,18570521,18570522
436178,cg24867458,1,109892200,109892201
436185,cg24867618,1,155110202,155110203
436189,cg24867790,1,177812291,177812292
436190,cg24867946,1,38169577,38169578
436193,cg24868054,1,229624089,229624090
436194,cg24868098,19,51941038,51941039
436202,cg24868292,1,84649213,84649214
436203,cg24868305,1,224065353,224065354
436205,cg24868359,21,30234406,30234407
436207,cg24868525,21,44256097,44256098
436210,cg24868883,19,50340142,50340143
436211,cg24868926,1,180627217,180627218
436215,cg24869186,1,47383409,47383410
436227,cg24869640,19,52667295,52667296
436232,cg24870050,19,46490174,46490175
436234,cg24870231,1,85145801,85145802
436238,cg24870476,1,219976834,219976835
436241,cg24870568,1,6188393,6188394
436242,cg24870662,19,16040321,16040322
436245,cg24870729,1,61874951,61874952
436246,cg24870738,1,44870086,44870087
436255,cg24871165,15,87761747,87761748
436260,cg24871540,19,55400517,55400518
436264,cg24871714,19,41787306,41787307
436265,cg24871743,1,68285238,68285239
436269,cg24872076,19,16544269,16544270
436270,cg24872117,19,47047912,47047913
436271,cg24872163,1,32940624,32940625
436275,cg24872300,19,558586,558587
436278,cg24872444,1,149587327,149587328
436279,cg24872446,1,10643303,10643304
436281,cg24872571,19,45821721,45821722
436291,cg24873093,1,45763647,45763648
436292,cg24873171,15,41289224,41289225
436297,cg24873414,19,18607981,18607982
436301,cg24873592,1,31814679,31814680
436304,cg24873695,1,3112914,3112915
436306,cg24873772,19,60321116,60321117
436308,cg24873842,1,90245648,90245649
436313,cg24873961,1,245761180,245761181
436315,cg24874003,19,2553614,2553615
436316,cg24874111,19,9646727,9646728
436317,cg24874173,1,144097034,144097035
436321,cg24874277,15,30998399,30998400
436325,cg24874425,1,17719295,17719296
436328,cg24874555,19,12693212,12693213
436334,cg24874705,15,75996174,75996175
436340,cg24875000,1,18914143,18914144
436341,cg24875017,1,16898845,16898846
436344,cg24875288,1,30958301,30958302
436346,cg24875416,1,110379459,110379460
436347,cg24875440,1,27858962,27858963
436350,cg24875593,21,43977437,43977438
436352,cg24875808,15,84543915,84543916
436357,cg24876012,15,39854382,39854383
436358,cg24876035,19,7588769,7588770
436360,cg24876118,1,154095844,154095845
436368,cg24876492,21,42598951,42598952
436370,cg24876577,1,7044033,7044034
436371,cg24876644,1,201404010,201404011
436375,cg24876786,19,3820174,3820175
436377,cg24876897,1,20861190,20861191
436380,cg24876998,1,199425770,199425771
436381,cg24877093,21,46906114,46906115
436383,cg24877190,1,143232585,143232586
436390,cg24877558,1,42573725,42573726
436397,cg24877885,1,43836062,43836063
436401,cg24878051,1,3294975,3294976
436402,cg24878059,19,45424736,45424737
436403,cg24878071,15,72512715,72512716
436405,cg24878115,19,18406062,18406063
436407,cg24878454,1,29114349,29114350
436408,cg24878478,19,11180376,11180377
436410,cg24878594,1,11631151,11631152
436414,cg24878868,1,3597261,3597262
436415,cg24878887,19,60650305,60650306
436418,cg24879143,1,144296841,144296842
436430,cg24879614,1,16281983,16281984
436431,cg24879726,1,93805480,93805481
436433,cg24879809,1,92124229,92124230
436435,cg24879939,1,3220507,3220508
436437,cg24880024,1,150350333,150350334
436438,cg24880025,19,63508162,63508163
436439,cg24880044,1,203180083,203180084
436444,cg24880222,15,48328828,48328829
436446,cg24880665,1,201038787,201038788
436447,cg24880701,15,65908617,65908618
436450,cg24880818,1,152433724,152433725
436456,cg24881113,1,191340317,191340318
436457,cg24881159,15,29071511,29071512
436458,cg24881202,1,11647530,11647531
436461,cg24881215,1,149287492,149287493
436463,cg24881255,19,3723167,3723168
436473,cg24881657,19,17844245,17844246
436474,cg24881664,1,169487268,169487269
436479,cg24881910,1,155938698,155938699
436485,cg24882203,19,6056592,6056593
436488,cg24882290,19,17438254,17438255
436504,cg24883265,1,5840432,5840433
436506,cg24883333,1,24944100,24944101
436510,cg24883498,19,18125771,18125772
436513,cg24883600,1,61892417,61892418
436517,cg24883642,15,38013880,38013881
436524,cg24883899,19,1412210,1412211
436525,cg24884084,1,151269822,151269823
436527,cg24884142,1,119333579,119333580
436529,cg24884190,1,151873104,151873105
436530,cg24884207,1,41021793,41021794
436534,cg24884343,1,142442715,142442716
436540,cg24884572,19,63353645,63353646
436542,cg24884703,1,90958010,90958011
436544,cg24884887,1,115048934,115048935
436546,cg24884961,1,1104946,1104947
436550,cg24885126,1,226937508,226937509
436553,cg24885246,19,17479903,17479904
436554,cg24885403,15,75995306,75995307
436562,cg24885723,1,8953026,8953027
436565,cg24886027,1,5855265,5855266
436569,cg24886076,1,190809199,190809200
436572,cg24886219,1,165330525,165330526
436573,cg24886257,19,57144259,57144260
436579,cg24886414,19,57981938,57981939
436583,cg24886632,19,50893773,50893774
436584,cg24886708,1,223128081,223128082
436585,cg24886710,1,6154588,6154589
436587,cg24886770,19,21810378,21810379
436588,cg24886788,15,38905352,38905353
436593,cg24887140,1,184916262,184916263
436601,cg24888049,15,89227671,89227672
436616,cg24889095,19,21332786,21332787
436623,cg24889512,19,22608790,22608791
436631,cg24889914,19,7758204,7758205
436632,cg24889949,19,63243732,63243733
436633,cg24889998,1,152742312,152742313
436656,cg24891520,19,9885833,9885834
436660,cg24891846,19,13180523,13180524
436669,cg24892243,19,2340770,2340771
436672,cg24892382,1,154861255,154861256
436675,cg24892510,19,58328121,58328122
436678,cg24892628,19,1460841,1460842
436679,cg24892871,19,10472043,10472044
436680,cg24892948,19,40693737,40693738
436692,cg24893721,19,55072685,55072686
436695,cg24893891,19,10490027,10490028
436701,cg24894629,19,11785925,11785926
436704,cg24894838,1,245333688,245333689
436716,cg24895777,19,18220560,18220561
436717,cg24895779,19,15799819,15799820
436723,cg24896096,19,5159380,5159381
436726,cg24896366,19,17798492,17798493
436733,cg24896805,1,62218504,62218505
436736,cg24897126,1,6396970,6396971
436741,cg24897320,1,109844051,109844052
436742,cg24897392,1,167338730,167338731
436743,cg24897399,19,6716406,6716407
436746,cg24898562,19,15404952,15404953
436749,cg24898863,1,151630204,151630205
436752,cg24899068,19,54691282,54691283
436753,cg24899081,19,50355367,50355368
436757,cg24899292,19,46490212,46490213
436780,cg24900654,19,48977434,48977435
436781,cg24900663,19,43502006,43502007
436790,cg24901042,21,41802424,41802425
436791,cg24901063,19,46424061,46424062
436796,cg24901474,1,161439664,161439665
436798,cg24901609,1,20677574,20677575
436807,cg24902038,1,2418742,2418743
436818,cg24902362,1,70166787,70166788
436822,cg24902490,1,21375166,21375167
436823,cg24902504,1,204925491,204925492
436829,cg24902932,1,36309195,36309196
436838,cg24903376,1,47552248,47552249
436843,cg24903589,19,5160018,5160019
436849,cg24903794,1,218286659,218286660
436851,cg24903887,19,4531777,4531778
436858,cg24904242,19,50450830,50450831
436860,cg24904303,19,52308891,52308892
436865,cg24904818,19,54405135,54405136
436884,cg24906202,15,71132265,71132266
436886,cg24906410,19,48941596,48941597
436892,cg24906926,19,4350663,4350664
436895,cg24907075,19,12376481,12376482
436898,cg24907686,19,3438404,3438405
436903,cg24908058,19,54239014,54239015
436906,cg24908197,19,5665980,5665981
436923,cg24909548,19,41428112,41428113
436926,cg24909706,19,41712172,41712173
436942,cg24911113,19,22977554,22977555
436943,cg24911123,19,42777588,42777589
436948,cg24911359,19,62680839,62680840
436955,cg24911803,19,10091727,10091728
436963,cg24912310,19,38314696,38314697
436968,cg24912473,19,2705807,2705808
437000,cg24914545,19,4710819,4710820
437011,cg24915511,1,179324081,179324082
437018,cg24916013,19,39665031,39665032
437019,cg24916020,19,37788528,37788529
437027,cg24916345,19,45285123,45285124
437042,cg24917673,19,17659755,17659756
437043,cg24917775,19,51218515,51218516
437044,cg24917799,15,97420340,97420341
437045,cg24917883,21,29176126,29176127
437048,cg24918184,19,4274200,4274201
437066,cg24919884,1,3370148,3370149
437071,cg24920358,1,39976872,39976873
437088,cg24921794,19,63573018,63573019
437090,cg24921808,19,691313,691314
437099,cg24922143,15,32801562,32801563
437105,cg24922631,19,19164269,19164270
437106,cg24922817,19,47136296,47136297
437112,cg24923365,15,97936947,97936948
437117,cg24923526,19,4351879,4351880
437123,cg24923818,19,14441273,14441274
437124,cg24923853,19,51344742,51344743
437130,cg24923931,19,45596531,45596532
437134,cg24924091,19,18761900,18761901
437135,cg24924210,19,16544266,16544267
437138,cg24924294,19,3716308,3716309
437139,cg24924358,1,32518083,32518084
437145,cg24924572,1,58861886,58861887
437146,cg24924577,15,88536152,88536153
437147,cg24924631,15,78051751,78051752
437151,cg24924936,1,78729791,78729792
437158,cg24925701,1,18426529,18426530
437159,cg24925741,1,2235081,2235082
437168,cg24926052,1,5986416,5986417
437169,cg24926121,1,27636473,27636474
437170,cg24926185,1,149824109,149824110
437172,cg24926276,19,4490943,4490944
437178,cg24926677,19,11896778,11896779
437183,cg24926775,1,149851015,149851016
437184,cg24926780,19,15699895,15699896
437189,cg24927001,1,111483578,111483579
437191,cg24927135,15,61236393,61236394
437192,cg24927174,1,153209190,153209191
437193,cg24927323,1,5855212,5855213
437194,cg24927465,19,6166424,6166425
437195,cg24927646,15,99556081,99556082
437196,cg24927687,1,6259106,6259107
437202,cg24927883,15,87774971,87774972
437205,cg24928023,21,44220203,44220204
437210,cg24928141,1,91926675,91926676
437212,cg24928150,1,224560011,224560012
437215,cg24928183,1,149035556,149035557
437224,cg24928687,1,224079536,224079537
437225,cg24928726,1,180907475,180907476
437229,cg24928938,19,4322934,4322935
437231,cg24929181,21,43355164,43355165
437234,cg24929310,19,1497385,1497386
437237,cg24929556,1,165721500,165721501
437239,cg24929613,19,41756006,41756007
437242,cg24929754,1,100417242,100417243
437249,cg24929966,1,10649452,10649453
437255,cg24930443,1,26368989,26368990
437258,cg24930692,19,60542456,60542457
437260,cg24930725,15,50050777,50050778
437261,cg24930749,1,29677487,29677488
437263,cg24930797,15,63870649,63870650
437268,cg24931092,19,39613724,39613725
437271,cg24931168,1,203232636,203232637
437274,cg24931346,1,22852133,22852134
437280,cg24931596,1,109770295,109770296
437281,cg24931632,1,47672254,47672255
437282,cg24931648,19,54212344,54212345
437287,cg24931856,1,18977166,18977167
437299,cg24932457,1,173835182,173835183
437302,cg24932585,19,12527317,12527318
437304,cg24932660,1,27582162,27582163
437308,cg24932816,1,87566640,87566641
437309,cg24932817,1,170652924,170652925
437313,cg24933127,1,215330130,215330131
437316,cg24933173,15,43279786,43279787
437317,cg24933174,1,245149364,245149365
437318,cg24933241,1,42279103,42279104
437319,cg24933247,19,19590558,19590559
437322,cg24933645,1,218168351,218168352
437325,cg24933755,1,1630562,1630563
437326,cg24933758,15,88120159,88120160
437331,cg24934011,1,72155423,72155424
437333,cg24934316,19,14459428,14459429
437335,cg24934408,1,17402908,17402909
437338,cg24934561,1,3653762,3653763
437342,cg24935121,1,153289259,153289260
437353,cg24935452,19,1061436,1061437
437361,cg24935896,1,199698115,199698116
437371,cg24936468,1,25535955,25535956
437374,cg24936695,21,30460866,30460867
437375,cg24936720,19,8279608,8279609
437380,cg24937136,1,224659969,224659970
437382,cg24937275,15,94667077,94667078
437385,cg24937356,1,56886571,56886572
437392,cg24937727,19,11378079,11378080
437393,cg24937735,1,94017814,94017815
437395,cg24937768,1,2082713,2082714
437397,cg24937877,1,11366653,11366654
437399,cg24937995,21,33369908,33369909
437402,cg24938077,1,16731900,16731901
437407,cg24938296,1,54256810,54256811
437410,cg24938534,1,204083856,204083857
437414,cg24938659,19,51341680,51341681
