,geneid,chr,left,right,symbol,synonyms
16625,ILMN_2052208,1,67923471,67926607,GADD45A,GADD45; DDIT1
16626,ILMN_2052331,1,169871182,169888434,MYOC,JOAG1; JOAG; GPOA; myocilin; GLC1A; TIGR
16642,ILMN_2053345,1,194461536,194844122,KCNT2,MGC119612; MGC119611; KCa4.2; SLICK; SLO2.1; RP11-58O13.1; MGC119613; MGC119610
16643,ILMN_2053415,19,11061132,11105490,LDLR,FHC; FH
16647,ILMN_2053536,1,39124066,39180043,RHBDL2,RRP2; MGC16997
16649,ILMN_2053650,1,218506310,218506359,STK6P,STK6P; AurAps1
16650,ILMN_2053679,1,75962870,76001771,ACADM,MCADH; ACAD1; MCAD
16651,ILMN_2053921,1,19537857,19684594,CAPZB,CAPB; MGC104401; MGC129749; MGC129750; CAPZ; CAPPB
16653,ILMN_2054019,1,938742,939782,ISG15,G1P2; UCRP; IFI15
16660,ILMN_2054297,1,184907592,184916179,PTGS2,PHS-2; COX-2; hCox-2; PGHS-2; PGG/HS; COX2
16664,ILMN_2054442,19,41397875,41421506,ZNF146,MGC125661; OZF; MGC125660
16679,ILMN_2055271,19,63548356,63556669,A1BG,A1B; GAB; HYST2477; ABG; DKFZp686F0970
16689,ILMN_2056569,19,53951156,53953392,FGF21,
16693,ILMN_2056815,1,150039389,150044506,LINGO4,PRO34002; LRRN6D; DAAT9248
16697,ILMN_2057399,1,32838441,32889120,ZBTB8OS,MGC62007; ARCH2; ARCH
16698,ILMN_2057408,19,10045714,10045763,LOC388503,
16700,ILMN_2057768,1,67242267,67292668,SLC35D1,KIAA0260; MGC138236; UGTREL7
16704,ILMN_2058141,1,26671533,26675021,HMGN2,HMG17; MGC5629; MGC88718
16716,ILMN_2059173,19,16522661,16544193,SLC35E1,MGC44954; FLJ14251
16718,ILMN_2059294,1,100504351,100529915,RTCD1,RPC
16722,ILMN_2059505,15,50626879,50626928,ARPP-19,ARPP19; ARPP16; FLJ41622; ARPP-16
16726,ILMN_2059689,1,33132783,33149272,TMEM54,BCLP; CAC1; MGC10137; CAC-1
16728,ILMN_2059780,1,47375694,47388000,CYP4A22,
16731,ILMN_2059996,19,47521601,47574761,MEGF8,EGFL4
16737,ILMN_2060578,1,67036012,67039527,INSL5,PRO182; UNQ156; MGC126697; MGC126695
16742,ILMN_2061043,1,158915162,158948217,CD48,BCM1; SLAMF2; MEM-102; BLAST1; hCD48; mCD48; BLAST
16743,ILMN_2061116,1,30958583,30969474,MATN1,CMP; CRTM
16745,ILMN_2061318,1,109408521,109420147,TAF13,TAFII18; MGC22425; TAF2K
16751,ILMN_2061565,1,2397614,2426829,PLCH2,PLCL4; PLC-eta2; RP3-395M20.1; PLCeta2
16753,ILMN_2061732,1,38041201,38046452,YRDC,FLJ23476; IRIP; FLJ26165; RP11-109P14.4; SUA5; DRIP3
16762,ILMN_2062524,1,32889411,32918845,RBBP4,RBAP48; NURF55
16772,ILMN_2063586,1,24944435,25043345,CLIC4,p64H1; huH1; CLIC4L; H1; FLJ38640; DKFZP566G223
16777,ILMN_2064150,19,54778280,54785999,PRRG2,PRGP2
16778,ILMN_2064237,1,111690771,111697156,C1orf88,FLJ23853; RP5-1125M8.4; MGC126550
16779,ILMN_2064311,1,19796054,19839759,C1orf151,RP5-1056L3.2; FLJ36999
16781,ILMN_2064606,15,76074383,76157121,TBC1D2B,KIAA1055; FLJ20166
16789,ILMN_2065254,1,50342169,50442045,ELAVL4,HUD; PNEM
16791,ILMN_2065299,1,182926260,182990670,EDEM3,C1orf22
16793,ILMN_2065606,1,159462457,159467032,TOMM40L,RP11-297K8.10; TOMM40B; FLJ12770
16795,ILMN_2065773,15,30721203,30776584,SCG5,SgV; 7B2; P7B2; SGNE1
16797,ILMN_2065822,21,46473573,46496034,MCM3APAS,C21orf85; FLJ10508; MCM3APAS B
16800,ILMN_2066088,1,16203318,16207889,C1orf64,RP11-5P18.4; MGC24047
16821,ILMN_2067709,1,244770495,244796186,TFB2M,FLJ22661; Hkp1; FLJ23182
16823,ILMN_2067852,1,209815006,209818722,SLC30A1,ZNT1; ZRC1
16828,ILMN_2068202,19,19117377,19163937,MEF2B,FLJ46391; RSRFR2; FLJ32599
16829,ILMN_2068257,1,1277935,1286506,MXRA8,MGC3047; DKFZp586E2023
16831,ILMN_2068435,19,11896900,11922577,ZNF700,DKFZp434I1610
16837,ILMN_2069060,21,14510350,14522564,RBM11,
16865,ILMN_2071186,1,10412746,10434797,CORT,CST-14; CST-29; CST-17
16870,ILMN_2071641,1,231816373,231874607,KCNK1,TWIK-1; TWIK1; DPK; K2p1.1; HOHO
16877,ILMN_2072140,1,52294385,52328976,BTF3L4,MGC23908; MGC88389; RP4-800M22.5
16880,ILMN_2072357,1,208027885,208046102,IRF6,VWS; LPS; PIT; OFC6; PPS
16883,ILMN_2072568,21,30508195,30510262,CLDN8,
16890,ILMN_2073157,1,103898845,103923670,AMY2B,AMY2
16891,ILMN_2073184,19,10484758,10484807,EDG8,SPPR-2; SPPR-1; Edg-8; S1P5; S1PR5
16896,ILMN_2073307,1,205007571,205012462,IL10,CSIF; IL10A; MGC126451; IL-10; TGIF; MGC126450
16897,ILMN_2073446,1,205258489,205272724,C1orf116,MGC4309; DKFZp666H2010; MGC2742; FLJ36507; SARG
16899,ILMN_2073543,15,41881882,41881931,HYPK,HSPC136
16907,ILMN_2074477,19,50784875,50797294,GPR4,
16910,ILMN_2074762,1,158036926,158052671,FCRL6,FLJ16056; FcRH6
16911,ILMN_2074773,19,43502322,43511480,KCNK6,FLJ12282; TWIK-2; KCNK8; TOSS; K2p6.1; TWIK2
16912,ILMN_2074801,19,11356188,11391006,RGL3,MGC126805; MGC138163; FLJ32585
16922,ILMN_2075436,1,145117857,145117906,PDIA3P,ERp60; GRP58P
16923,ILMN_2075476,1,78284177,78375697,GIPC2,SEMCAP2; FLJ20075; SEMCAP-2
16924,ILMN_2075507,1,117711594,117870684,MAN1A2,MAN1B
16929,ILMN_2075714,19,49263313,49285605,ZNF284,DKFZp781F1775
16931,ILMN_2075794,19,61151010,61191807,NLRP8,CLR19.2; NALP8; PAN4; NOD16
16936,ILMN_2075927,1,36577812,36624084,STK40,SgK495; SHIK; RP11-268J15.4; MGC4796
16938,ILMN_2076250,1,45865563,45924795,GPBP1L1,SP192; RP11-767N6.1
16944,ILMN_2076640,1,32252078,32282059,KHDRBS1,Sam68; FLJ34027; p62
16946,ILMN_2076758,19,7000350,7002781,MBD3L2,
16947,ILMN_2076940,1,37724502,37752962,C1orf149,Eaf6; CDABP0189; RP3-423B22.2; FLJ11730; NY-SAR-91
16951,ILMN_2077406,1,93418508,93516875,CCDC18,dJ717I23.1; NY-SAR-41; RP4-717I23.1
16952,ILMN_2077504,21,29222700,29222749,ZNF294,FLJ11053; RNF160; C21orf10; KIAA0714; C21orf98
16955,ILMN_2077680,19,56562164,56564069,CLDND2,MGC33839
16957,ILMN_2077736,19,7761537,7761586,LOC440508,FLJ33370; FLJ41145; MGC48640; FLJ33415
16958,ILMN_2077886,1,37919837,37928779,C1orf109,FLJ20508
16959,ILMN_2077905,1,117254207,117334495,PTGFRN,CD9P-1; FPRP; SMAP-6; EWI-F; KIAA1436; FLJ11001; CD315
16962,ILMN_2078124,1,169373503,169397326,FMO6P,FMO6; FLJ27001
16966,ILMN_2078404,19,58590214,58607074,ZNF765,DKFZp686J2252
16970,ILMN_2078599,19,11546477,11550766,ACP5,TRAP; MGC117378
16980,ILMN_2079386,1,6167668,6182266,RPL22,HBP15/L22; HBP15; EAP
16986,ILMN_2079803,19,39355283,39412048,LSM14A,RAP55; C19orf13; FAM61A; DKFZP434D1335
16991,ILMN_2080760,15,62230969,62236733,SNX22,FLJ13952
16998,ILMN_2081682,1,40661422,40661471,SMAP1L,RP1-228H13.3
17002,ILMN_2082005,19,50863342,50877544,GIPR,MGC126722
17005,ILMN_2082130,1,53452362,53458877,C1orf123,FLJ20580; RP5-1024G6.3
17008,ILMN_2082273,1,161378724,161454008,RGS5,MSTP092; MST129; MST092; MSTP129; MST106; MSTP032; MSTP106
17013,ILMN_2082593,19,59927796,59939815,KIR3DL3,KIR3DL7; CD158Z; KIR44; KIRC1; KIR3DL3var
17018,ILMN_2083137,19,58795258,58795307,LOC284379,
17024,ILMN_2083578,19,54249344,54253929,CGB7,FLJ43118; CG-beta-a; FLJ35403
17026,ILMN_2083595,19,51691218,51691267,LOC400707,
17027,ILMN_2083742,1,92456161,92483955,C1orf146,RP11-163M2.4
17029,ILMN_2083818,1,229535122,229540221,EXOC8,Exo84p; SEC84; EXO84
17032,ILMN_2084031,15,53698895,53822469,PRTG,FLJ25756
17039,ILMN_2084562,1,113268611,113268660,AFARP1,
17042,ILMN_2084836,15,66658362,66807199,CORO2B,KIAA0925; CLIPINC
17049,ILMN_2085446,1,245266710,245308692,ZNF670,FLJ12606; MGC12466
17055,ILMN_2085922,21,39674109,39691685,WRB,CHD5
17058,ILMN_2086077,19,12763310,12765124,JUNB,
17069,ILMN_2086952,1,169575064,169575727,TOP1P1,
17072,ILMN_2087080,1,93070182,93080068,RPL5,MSTP030; MGC117339
17073,ILMN_2087303,1,28159091,28167191,XKR8,XRG8; FLJ10307; RP11-460I13.3
17077,ILMN_2087646,1,219124719,219124768,HLX1,HB24; HLX1
17097,ILMN_2089458,1,100321692,100371099,SASS6,MGC119440; SAS6; FLJ22097; SAS-6
17098,ILMN_2089656,1,208067956,208097531,C1orf107,FLJ41680; MGC29875; DEF; DKFZp686E19106; FLJ12704; DJ434O14.5
17100,ILMN_2089875,1,171419494,171443094,TNFSF4,TXGP1; OX4OL; CD252; CD134L; OX-40L; GP34
17102,ILMN_2090004,1,152560216,152564425,AQP10,AQPA_HUMAN
17103,ILMN_2090040,1,3643757,3643806,KIAA0495,MGC138189
17104,ILMN_2090105,1,158154521,158161908,TAGLN2,KIAA0120; HA1756
17107,ILMN_2090397,1,154959019,154965215,ISG20L2,FLJ12671
17112,ILMN_2090802,1,154519363,154528858,TMEM79,FLJ16057; MGC13102; FLJ32254
17113,ILMN_2090949,19,63143397,63143446,NAG18,
17119,ILMN_2091221,19,54076041,54093802,TULP2,TUBL2
17123,ILMN_2091412,19,54669298,54681299,FLT3LG,
17125,ILMN_2091590,19,17259244,17259293,ANKRD41,FLJ39369
17126,ILMN_2091632,19,46041284,46048180,CYP2A6,CPA6; P450C2A; P450PB; CYP2A3; CYP2A
17127,ILMN_2091707,15,76607888,76607937,LOC123688,
17129,ILMN_2091846,1,226890138,226890187,FTHL2,
17132,ILMN_2092118,19,56940839,56946962,FPR1,FPR; FMLP
17139,ILMN_2092589,1,188333420,188713382,FAM5C,DBCCR1L1; RP11-445K1.1; DBCCR1L
17140,ILMN_2092664,1,242638420,242682036,ADSS,ADEH; MGC20404
17145,ILMN_2092933,1,159426163,159435469,ADAMTS4,ADAMTS-2; ADMP-1; KIAA0688; ADAMTS-4
17146,ILMN_2092987,1,245835511,245836440,OR2G3,OR1-33
17155,ILMN_2093748,1,245328029,245334251,ZNF669,FLJ12606
17157,ILMN_2093864,19,42745134,42777531,ZNF571,MGC138690; HSPC059
17162,ILMN_2094262,1,104031560,104040599,AMY1B,AMY1
17163,ILMN_2094266,1,6395065,6407317,HES2,
17167,ILMN_2094360,15,94670543,94684496,NR2F2,COUP-TFII; TFCOUP2; MGC117452; COUPTFB; SVP40; ARP1
17169,ILMN_2094396,1,89871242,89953300,LRRC8C,AD158; FAD158; MGC138551; DKFZp586J1119
17171,ILMN_2094587,15,48503871,48580572,USP8,KIAA0055; FLJ34456; MGC129718; UBPY; HumORF8
17173,ILMN_2094648,1,13232406,13241644,PRAMEF5,
17179,ILMN_2094938,1,58712133,58785040,OMA1,DAB1; ZMPOMA1; 2010001O09Rik; YKR087C; FLJ33782; MPRP-1
17181,ILMN_2094952,1,203537816,203557506,NUAK2,DKFZp686F01113; DKFZP434J037; SNARK; FLJ90349
17190,ILMN_2095633,19,590920,594605,FGF22,
17195,ILMN_2095789,1,225817867,225910753,ZNF678,MGC42493
17198,ILMN_2096012,1,160734279,160760468,UHMK1,Kist; KIS
17203,ILMN_2096322,1,201176577,201194040,ADIPOR1,TESBP1A; CGI45; ACDCR1; CGI-45; PAQR1; FLJ42464; FLJ25385
17209,ILMN_2096654,15,73415427,73419665,COMMD4,FLJ20452
17211,ILMN_2096737,19,41872142,41904063,ZNF567,MGC45586
17222,ILMN_2097546,1,27120811,27145475,NUDC,NPD011; HNUDC; MNUDC
17225,ILMN_2097943,1,60228655,60312014,C1orf87,FLJ44073; MGC34837
17243,ILMN_2099259,1,16953992,16963562,MSTP9,D1F15S1A
17247,ILMN_2099594,1,224032154,224044788,SRP9,ALURBP; MGC110981
17254,ILMN_2100085,1,109314359,109386258,WDR47,KIAA0893; FLJ90135
17266,ILMN_2100834,19,57592933,57647004,ZNF528,KIAA1827; MGC138155; MGC126761
17267,ILMN_2100871,1,120237679,120240641,ADAM30,svph4
17269,ILMN_2101034,19,43912672,43926954,CAPN12,MGC20576
17271,ILMN_2101278,1,190394215,190421566,RGS18,RGS13
17274,ILMN_2101410,19,12116711,12128529,ZNF625,
17282,ILMN_2101930,15,87660577,87679030,POLG,POLGA; PEO; POLG1; SCAE; SANDO; FLJ27114
17283,ILMN_2102069,1,110707028,110735159,SLC16A4,MCT5; MCT4
17286,ILMN_2102330,1,36333424,36363408,COL8A2,PPCD2; FECD; MGC116972; FLJ00201; MGC116970; PPCD
17293,ILMN_2102960,15,50660822,50709156,KIAA1370,MGC126494; FLJ10980; MGC126495
17301,ILMN_2103397,19,49344688,49354329,ZNF234,HZF4; ZNF269
17302,ILMN_2103480,19,58071237,58157833,ZNF320,ZFPL; DKFZp686G16228
17306,ILMN_2103709,19,48362248,48382528,PSG5,PSG; FL-NCA-3
17309,ILMN_2103768,19,15920818,15921768,OR10H4,OR19-28
17312,ILMN_2103919,19,41119590,41127924,LRFN3,MGC2656; SALM4
17314,ILMN_2104106,1,178867763,179122106,XPR1,FLJ90308; SYG1; X3
17322,ILMN_2104821,1,12899037,12903156,PRAMEF7,
17324,ILMN_2104877,1,47616765,47616814,CMPK,RP11-511I2.1; UMP-CMPK; UMPK
17325,ILMN_2104924,21,45184355,45221332,C21orf70,PRED56
17326,ILMN_2104967,19,12401521,12412832,ZNF443,ZK1
17327,ILMN_2105033,15,43666709,43689200,PLDN,PA; PALLID
17329,ILMN_2105223,1,155749791,155788934,FCRL5,MGC119593; FCRH5; MGC119590; DKFZp667F216; FLJ00397; MGC119592; FLJ00333; BXMAS1; IRTA2; RP11-217A12.1; DKFZp667E2019; PRO820; CD307
17347,ILMN_2106331,1,224316175,224326325,H3F3A,H3F3; MGC87782; MGC87783; H3.3A
17350,ILMN_2106656,1,167603818,167632402,BLZF1,GOLGIN-45; MGC22497; JEM1; JEM-1; JEM-1s
17352,ILMN_2106874,19,59158106,59177951,CACNG8,
17355,ILMN_2106931,1,202639144,202647542,PPP1R15B,FLJ14744
17356,ILMN_2106994,1,201114711,201124886,RABIF,RASGRF3; RASGFR3; MSS4
17364,ILMN_2107607,15,75011134,75029302,RCN2,ERC-55; ERC55; E6BP
17367,ILMN_2107933,19,49578319,49597595,ZNF285A,FLJ30747; ZNF285
17371,ILMN_2108135,1,1256589,1260550,TAS1R3,T1R3
17384,ILMN_2109416,19,55528871,55539830,NAPSB,NAPB; NAP1L; NAP2
17388,ILMN_2109994,19,45976011,45994687,RAB4B,MGC52123
17389,ILMN_2110050,19,62483665,62497248,ZNF460,HZF8; ZNF272
17390,ILMN_2110057,15,72149251,72161944,GOLGA6,GLP
17391,ILMN_2110084,1,245385814,245401941,ZNF124,MGC117046; HZF16; HZF-16
17396,ILMN_2110271,19,9825438,9908228,OLFM2,NOELIN2; NOE2; OlfC; NOELIN2_V1
17397,ILMN_2110281,1,159390173,159395269,UFC1,HSPC155
17399,ILMN_2110496,21,18083156,18113574,C21orf91,DKFZp781D1223; C21orf38; C21orf14; YG81
17401,ILMN_2110751,15,76644961,76673493,CHRNA5,
17413,ILMN_2111739,15,73435186,73447994,MAN2C1,MAN6A8; MANA1; MANA; MGC87979
17415,ILMN_2111932,1,31654999,31680111,SERINC2,TDE2; PRO0899; MGC90340; FKSG84; TDE2L
17417,ILMN_2112256,1,1136583,1139411,TNFRSF4,CD134; OX40; TXGP1L; ACT35
17423,ILMN_2112474,15,67378340,67487040,PAQR5,MPRG; FLJ20190
17426,ILMN_2112551,1,12774133,12844828,PRAMEF1,dJ1198H6.1; RP5-845O24.1
17427,ILMN_2112580,1,159778179,159787005,FCGR3A,CD16a; FCG3; CD16; FCGR3; IGFR3
17435,ILMN_2112942,21,30907621,30911767,KRTAP6-1,KAP6.1; C21orf103
17441,ILMN_2113340,1,26521378,26521401,FLJ38020,FLJ38020; FLJ10040; DKFZp434L1713
17450,ILMN_2113938,1,178080577,178113557,TOR1AIP2,MGC126581; RP11-12M5.5; MGC138430; LULL1
17453,ILMN_2114185,1,153557620,153557669,C1orf104,FLJ35976; RP11-21N7.3
17455,ILMN_2114568,1,89498852,89511132,GBP5,GBP-5
17458,ILMN_2114812,15,50836645,50869501,ONECUT1,HNF-6; HNF6; HNF6A
17459,ILMN_2114876,1,23890881,23895502,RPL11,GIG34
17466,ILMN_2115340,1,148070856,148077963,HIST2H4A,H4FN; H4F2; H4/n; HIST2H4; FO108; H4
17472,ILMN_2115490,1,146616873,146713675,NBPF20,
17475,ILMN_2115633,19,8273011,8279239,CD320,8D6A; 8D6
17483,ILMN_2115991,19,60336008,60352385,TNNT1,ANM; MGC104241
17486,ILMN_2116242,19,57722717,57759529,ZNF808,
17490,ILMN_2116594,1,144475774,144538430,GPR89A,SH120; GPR89
17494,ILMN_2116714,1,152198210,152206812,SLC39A1,ZIP1; ZIRTL
17498,ILMN_2117171,1,87566739,87587021,LMO4,
17501,ILMN_2117323,1,202658393,202726097,PIK3C2B,DKFZp686G16234; C2-PI3K
17506,ILMN_2117569,1,40754500,40754549,C1orf176,FLJ21144; FLJ13183; FLJ11445
17514,ILMN_2118129,1,159181440,159209863,ITLN2,HL-2; HL2
17518,ILMN_2118621,1,54377256,54433985,CDCP2,
17523,ILMN_2119224,1,168157091,168310503,KIFAP3,SMAP; Smg-GDS; KAP3; dJ190I16.1; FLJ22818
17538,ILMN_2120340,19,54188968,54210994,RUVBL2,TIP49B; TIP48; RVB2; CGI-46; ECP51
17551,ILMN_2121189,1,168028294,168030731,C1orf156,AsTP2; RP1-117P20.4; MGC9084
17552,ILMN_2121207,19,17391856,17397140,FAM125A,FLJ32495
17555,ILMN_2121316,1,168788779,168788828,SCYL1BP1,MGC51263; NTKLBP1; FLJ11752; MGC70512; NTKL-BP1; RP11-545I10.1
17560,ILMN_2121568,1,89602024,89626307,GBP6,DKFZp686G0786
17561,ILMN_2121816,1,234372497,234440790,GPR137B,TM7SF1
17572,ILMN_2122420,1,24000955,24025264,HMGCL,HL
17575,ILMN_2122760,1,55019504,55039459,TTC22,FLJ20619
17576,ILMN_2122926,19,58452608,58454667,VN1R2,V1RL2
17584,ILMN_2123415,1,39996490,40027120,BMP8B,BMP8; MGC131757; OP2
17585,ILMN_2123431,1,211291211,211513430,RPS6KC1,RPK118; humS6PKh1
17588,ILMN_2123557,1,78017897,78116667,FAM73A,FLJ35093; DKFZp686M07166
17591,ILMN_2123743,1,159451693,159457113,FCER1G,
17601,ILMN_2124425,19,56195618,56204649,KLK9,KLKL3; KLK8; KLK-L3
17604,ILMN_2124585,15,30797497,30814158,GREM1,DAND2; DRM; MGC126660; GREMLIN; PIG2; IHG-2; CKTSF1B1
17613,ILMN_2125346,19,8885135,8952814,MUC16,FLJ14303; CA125
17620,ILMN_2125829,21,44871517,44872395,KRTAP10-9,KAP10.9; KRTAP18-9; KAP18.9
17621,ILMN_2125869,1,227633615,227636468,ACTA1,MPFD; ASMA; NEM1; CFTDM; ACTA; CFTD; NEM2; CFTD1; NEM3
17622,ILMN_2125880,19,41630424,41672183,ZNF566,MGC12515; FLJ14779
17625,ILMN_2126239,1,154485641,154519240,SMG5,EST1B; LPTSRP1; RP11-54H19.7; FLJ34864; KIAA1089; SMG-5; LPTS-RP1
17628,ILMN_2126423,19,57492237,57520975,ZNF480,MGC32104
17631,ILMN_2126802,15,61232603,61236794,RPS27L,
17634,ILMN_2127098,15,56770594,56772616,HSP90AB4P,HsHsp90Bd; HSP90Bd
17635,ILMN_2127298,19,16860826,16863830,F2RL3,PAR4
17637,ILMN_2127379,1,76312992,76872874,ST6GALNAC3,SIAT7C; ST6GALNACIII; PRO7177
17640,ILMN_2127605,19,38377330,38390383,LRP3,
17645,ILMN_2127936,19,21697408,21742170,ZNF100,FLJ44587
17657,ILMN_2128668,1,42414797,42574135,FOXJ3,
17659,ILMN_2128750,21,45093928,45118169,PTTG1IP,C21orf3; C21orf1; PBF
17675,ILMN_2129572,1,94767461,94779903,F3,TF; TFA; CD142
17678,ILMN_2129658,1,246178783,246179721,OR2L8,
17679,ILMN_2129668,19,46528491,46551656,TGFB1,CED; TGFB; DPD1
17688,ILMN_2130003,1,89218710,89231104,RBMXL1,DKFZp547N1117; RBM1; RP11-82K18.3; MGC9398; RP4-531M19.2; RBMXL1; DKFZp667D0223; KAT3
17690,ILMN_2130158,1,246220192,246221125,OR2L1P,OR2L7P; HTPCRX02; HSHTPCRX02; OR2L1
17692,ILMN_2130411,19,53577639,53586622,KDELR1,ERD2.1; HDEL; ERD2; PM23
17699,ILMN_2130838,1,38251001,38262081,UTP11L,CGI94; CGI-94
17701,ILMN_2131123,1,103960956,103969925,AMY2A,PA; AMY2; AMY2B
17711,ILMN_2131756,1,70383085,70443863,LRRC40,FLJ20331; RP4-677H15.1; dJ677H15.1
17713,ILMN_2131828,19,60019768,60034045,KIR3DL1,CD158E2; MGC126589; MGC119728; CL-11; AMB11; MGC126591; NKB1B; KIR; CD158E1; NKB1; NKAT10; MGC119726; KIR3DL1/2V; KIR-G1; NKAT3; KIR3DS1; CL-2; CD158E1/2
17716,ILMN_2131936,1,1397006,1421444,ATAD3B,KIAA1273; TOB3
17734,ILMN_2133713,1,27925077,27961062,FAM76A,RP3-426I6.1; MGC34648
17737,ILMN_2133996,1,152718581,152741213,SHE,DKFZp686E14106; DKFZp451D1511; RP11-350G8.8
17742,ILMN_2134130,1,150541275,150564303,FLG,
17743,ILMN_2134224,19,19617009,19635479,ATP13A1,FLJ41786; CGI-152; FLJ31858; FLJ90317; ATP13A; DKFZp761L1623; KIAA1825; FLJ43873
17746,ILMN_2134453,1,159859610,159867782,FCGR3B,CD16b; FCG3; CD16; FCGR3
17747,ILMN_2134555,1,213807358,213861770,KCTD3,MGC43935; NY-REN-45
17756,ILMN_2135306,21,44881701,44882798,KRTAP10-10,KRTAP18.10; KAP18.10; KRTAP18-10; KAP10.10
17759,ILMN_2135456,1,20537941,20537990,FLJ32784,FLJ43845
17763,ILMN_2135756,21,43773501,43903802,HSF2BP,
17764,ILMN_2135798,19,19173303,19173352,TRA16,
17766,ILMN_2135898,19,40555089,40555138,GPR42,FFAR1L; GPR41L
17782,ILMN_2136971,1,31610687,31618510,FABP3,O-FABP; FABP11; H-FABP; MDGI
17785,ILMN_2137084,1,224485481,224564193,LIN9,TGS; BARA; TGS1; Lin-9; BARPsv
17786,ILMN_2137208,1,202433911,202449843,GOLT1A,HMFN1187; GOT1; RP11-203F10.3; MGC62027; YMR292W; CGI-141; FLJ42654
17788,ILMN_2137404,1,67330447,67366808,C1orf141,MGC48454
17791,ILMN_2137536,1,77802779,77921692,ZZZ3,DKFZP564I052; FLJ10362; DKFZp313N0119
17795,ILMN_2138135,21,10042713,10120608,BAGE4,MLL3P; MGC119851; MGC119852; MGC119853
17800,ILMN_2138631,1,185879155,185879204,C1orf99,RP11-393M18.3
17807,ILMN_2138856,1,205283817,205292948,YOD1,PRO0907; RP11-164O23.1; OTUD2; DKFZp451J1719
17810,ILMN_2139061,15,47206835,47235070,COPS2,TRIP15; SGN2; ALIEN; CSN2
17814,ILMN_2139396,15,63461173,63461222,NOPE,DDM36; KIAA1628; FLJ42051
17818,ILMN_2139816,1,109219495,109274567,GPSM2,Pins; LGN
17821,ILMN_2139970,15,99237580,99274349,ALDH1A3,RALDH3; ALDH6; ALDH1A6
17825,ILMN_2140191,1,246432993,246433931,OR2M3,OR2M3P; OR1-54; OST003; OR2M6
17826,ILMN_2140207,15,33450375,33625656,ATPBD4,MGC14798
17831,ILMN_2140623,19,1827976,1836494,FAM108A1,C19orf27; MGC5244
17835,ILMN_2140974,19,16039348,16074813,TPM4,
17839,ILMN_2141118,15,71819378,71819427,LOC388135,MGC131524
17843,ILMN_2141444,19,17831731,17835124,RPL18A,
17844,ILMN_2141455,19,42850495,42874992,ZNF781,MGC131783; FLJ37549
17849,ILMN_2141941,1,178117800,178157206,TOR1AIP1,MGC3413; DKFZP586G011; RP11-533E19.1; FLJ13142; LAP1B
17850,ILMN_2142117,1,217413840,217452830,LYPLAL1,KIAA1238
17852,ILMN_2142554,1,210672903,210686343,NENF,SPUF; SCIRP10; CIR2
17856,ILMN_2142979,1,96959927,97052937,PTBP2,PTBLP; nPTB; nPTB7; PTB; nPTB8; nPTB6; FLJ34897; MIBP; nPTB5; brPTB
17857,ILMN_2143011,1,63787223,63788499,DLEU2L,BCMSUNL
17858,ILMN_2143148,1,61919305,61963683,TM2D1,BBP
17861,ILMN_2143220,1,62835775,62843768,ANGPTL3,ANGPT5
17863,ILMN_2143314,19,55614010,55626117,SPIB,SPI-B
17876,ILMN_2144426,1,148080129,148081102,HIST2H2AA3,H2a-615; H2A; H2AFO; HIST2H2AA; H2A/q; H2A/O; H2A.2
17877,ILMN_2144573,1,84792821,84812735,CTBS,CTB
17881,ILMN_2144791,15,70746515,70746564,GOLGA,
17888,ILMN_2145396,1,19481644,19487867,AKR7A3,AFAR2
17889,ILMN_2145423,15,86856718,86890910,DET1,FLJ10103; MGC126157; MGC126156
17890,ILMN_2145501,1,177085294,177106838,ANGPTL1,KIAA0351; ANG3; ANGPT3; ARP1; dJ595C2.2; UNQ162; AngY
17899,ILMN_2146495,1,6229993,6243622,GPR153,DKFZp762B2210; PGR1
17900,ILMN_2146566,19,50234138,50266054,SFRS16,SWAP2; CLASP; FLJ90109
17907,ILMN_2147133,1,146827614,146862781,NBPF15,AB14; MGC8902
17908,ILMN_2147251,15,38092941,38092990,MGC10997,
17909,ILMN_2147306,1,24158905,24162515,PNRC2,MGC99541; FLJ20312
17914,ILMN_2147517,1,116858958,116915184,CD58,LFA3; LFA-3
17918,ILMN_2148122,1,246868211,246869182,OR2T35,
17921,ILMN_2148290,15,63196771,63213227,PDCD7,HES18; ES18; MGC22015
17922,ILMN_2148298,19,62638505,62649003,ZNF749,FLJ16360; FLJ16263
17923,ILMN_2148360,15,56675802,56829469,ADAM10,CD156c; HsT18717; kuz; MADM
17924,ILMN_2148452,1,114911708,114925788,BCAS2,DAM1
17925,ILMN_2148459,15,42790977,42813611,B2M,
17928,ILMN_2148507,1,70500138,70592993,ANKRD13C,DKFZP566D1346; dJ677H15.3; FLJ14998; RP4-677H15.5
17931,ILMN_2148785,1,89290593,89303479,GBP1,
17943,ILMN_2149494,1,181025527,181066142,NPL,C1orf13; MGC61869; c112; NPL1; MGC149582
17945,ILMN_2149624,19,44478805,44481152,IL29,IL-29; IFNL1
17947,ILMN_2149815,19,46312193,46326121,CYP2F1,C2F1; MGC126121; CYP2F
17948,ILMN_2149935,1,52588855,52604452,CC2D1B,RP11-155O18.2; KIAA1836
17951,ILMN_2150000,15,32163520,32181345,C15orf24,C11orf3; ORF1-FL1; HT022
17954,ILMN_2150103,19,58122477,58122526,MGC35402,MGC35402; FLJ39509; DKFZp781C2298
